ClinicalTrials.gov Sites Count,reached_phase_3_plus,Protocol/Trial ID,Countries Count,ClinicalTrials.gov Location Country,Trial.ID,Countries,Reported Sites,Trial Region,Identified Sites,Trial Phase
,1,TrialTroveID-294459,1.0,,294459,Turkey,,Europe; Western Europe,2.0,Iv
,0,EudraCT Number: 2021-001989-38 IMCRELA TrialTroveID-408677,1.0,,408677,Spain,1.0,Europe; Western Europe,1.0,Ii
4 10 1,0,00013948 01742 BASEC2018-02001 DRKS00013948 EudraCT Number: 2017-003676-31 NCT03792490 ROCK-ALS SNCTP000003245 TrialTroveID-340147,3.0,France Germany Switzerland,340147,France; Germany; Switzerland,15.0,Europe; Western Europe,36.0,Ii
1,1,IRCT20190324043105N1 Isfahan ALS Registery NCT03272802 TrialTroveID-308554,1.0,"Iran, Islamic Republic Of",308554,Iran,1.0,Western Asia/Middle East,4.0,Ii/Iii
,1,3314 NCT02645461 TrialTroveID-270826,1.0,,270826,Italy,1.0,Europe; Western Europe,1.0,Iii
,0,CHDR1417 EudraCT Number: 2015-001431-20 NL53042.056.15 NTR6278 TrialTroveID-263701,1.0,,263701,Netherlands,1.0,Europe; Western Europe,3.0,I
,0,TrialTroveID-205567,1.0,,205567,Germany,1.0,Europe; Western Europe,7.0,Ii
,1,EudraCT Number: 2008-006722-34 SLA_Litio TrialTroveID-110113,1.0,,110113,Italy,21.0,Europe; Western Europe,20.0,Iii
,0,HP_MECASIN-02 KCT0003792 TrialTroveID-364650,1.0,,364650,South Korea,2.0,Asia,3.0,Ii
,0,2016/5-1 KCT0001984 TrialTroveID-288935,1.0,,288935,South Korea,2.0,Asia,3.0,Ii
1,0,NCT04454840 PUTH2017118 TrialTroveID-378475,1.0,China,378475,China,1.0,Asia,1.0,I
1,0,17MO1R-0012 NCT03679975 TrialTroveID-333447,1.0,United States,333447,United States,1.0,Americas; North America,1.0,Ii
1,0,17MO1R-0016 NCT03457753 TrialTroveID-320012,1.0,United States,320012,United States,1.0,Americas; North America,3.0,Ii
,1,BHV0223-401 NCT03537807 TrialTroveID-325007,1.0,,325007,United States,1.0,Americas; North America,3.0,Iii
5,0,BHV0223-103 NCT03520517 TrialTroveID-323953,1.0,United States,323953,United States,5.0,Americas; North America,5.0,I
,0,TrialTroveID-273966,1.0,,273966,United States,,Americas; North America,,I
,0,BHV223-101 TrialTroveID-254299,,,254299,,1.0,(N/A),,I
,0,CTR20230637 LLZ-BE-202301 TrialTroveID-461741,1.0,,461741,China,1.0,Asia,1.0,I
,0,BT-XYL-T-BE01 CTR20212516 TrialTroveID-419924,1.0,,419924,China,1.0,Asia,1.0,I
,0,TrialTroveID-294455,,,294455,,,(N/A),,Ii
,1,TrialTroveID-374396,1.0,,374396,United States,,Americas; North America,4.0,Iv
,1,TrialTroveID-080389,1.0,,80389,Portugal,,Europe; Western Europe,2.0,Iv
2,1,BB-IND 11090 NCT00125203 TrialTroveID-078863,1.0,United States,78863,United States,2.0,Americas; North America,8.0,Ii/Iii
,0,TrialTroveID-115413,1.0,,115413,Italy,,Europe; Western Europe,2.0,Ii
,0,ABCD DRKS00030948 EUCT Number: 2022-502743-35-00 RituxALS01 TrialTroveID-488284,1.0,,488284,Germany,2.0,Europe; Western Europe,3.0,Ii
22 1,0,EudraCT Number: 2016-002382-62 NCT03456882 RNS60 RNS60-ALS TrialTroveID-297026,2.0,Italy United States,297026,Italy; United States,23.0,Americas; Europe; North America; Western Europe,25.0,Ii
,0,06.2.1.H6 NCT02988297 TrialTroveID-292121,1.0,,292121,Italy,,Europe; Western Europe,,Ii
,0,TrialTroveID-423266,1.0,,423266,United States,1.0,Americas; North America,3.0,Ii
1,0,NCT02525471 RNS60-01 TrialTroveID-263140,1.0,United States,263140,United States,1.0,Americas; North America,6.0,I
,0,JMA-IIA00397 jRCT2091220397 ROPALS trial TrialTroveID-339079 UMIN000034954,1.0,,339079,Japan,1.0,Asia,4.0,Iii
3,0,EudraCT Number: 2019-002997-30 NCT04937452 TrialTroveID-407255,1.0,Italy,407255,Italy,2.0,Europe; Western Europe,5.0,Ii
,0,TrialTroveID-120002,,,120002,,,(N/A),,Ii
,0,TrialTroveID-119994,,,119994,,,(N/A),,Ii
1,0,APHP190724 EUCT number: 2022-501624-14-00 NCT05860244 TrialTroveID-469676 WALKALS,1.0,France,469676,France,1.0,Europe; Western Europe,1.0,Ii
,0,TrialTroveID-507499,,,507499,,,(N/A),,I
,0,EudraCT Number: 2008-001627-65 NL23897.056.08 TrialTroveID-104996,1.0,,104996,Netherlands,1.0,Europe; Western Europe,,I
6,0,NCT00748501 SB-509-0801 SB-509-801 TrialTroveID-080566,1.0,United States,80566,United States,6.0,Americas; North America,7.0,Ii
,0,TrialTroveID-389934,,,389934,,,(N/A),,Ii
,0,TrialTroveID-365692,,,365692,,,(N/A),,I
,1,TrialTroveID-220908,1.0,,220908,Japan,,Asia,3.0,Iv
,0,TrialTroveID-199178 UMIN000012570,1.0,,199178,Japan,1.0,Asia,1.0,I
,1,SCOPOLA-D TrialTroveID-193085 UMIN000011494,1.0,,193085,Japan,3.0,Asia,6.0,Iv
,0,jRCT2031210612 TrialTroveID-460208,1.0,,460208,Japan,1.0,Asia,,Iii
3,0,AAAT0610 NCT04998305 TrialTroveID-410978,1.0,United States,410978,United States,3.0,Americas; North America,2.0,Iii
8,0,EudraCT Number: 2016-002399-28 NCT03359538 RAP-ALS TrialTroveID-313795,1.0,Italy,313795,Italy,8.0,Europe; Western Europe,10.0,Ii
,0,TrialTroveID-501284,1.0,,501284,China,1.0,Asia,1.0,I
10,0,0015 NCT00107770 TrialTroveID-078808,1.0,United States,78808,United States,8.0,Americas; North America,15.0,Iii
,0,TrialTroveID-507036,1.0,,507036,United States,,Americas; North America,,I
,0,PMR 4346-7 TrialTroveID-505764,1.0,,505764,United States,,Americas; North America,,I
1 10 6 1 10 1 2 1 6 2 6,1,A35-011 EudraCT Number:2022-002348-33 NCT05619783 PHOENIX TrialTroveID-448068,12.0,Belgium France Germany Ireland Italy Netherlands Poland Portugal Spain Sweden United Kingdom,448068,Belgium; France; Germany; Ireland; Italy; Netherlands; Poland; Portugal; Spain; Sweden; United Kingdom; United States,46.0,Americas; Eastern Europe; Europe; North America; Western Europe,42.0,Iii
1 20,1,A35-006 NCT05286372 TrialTroveID-427740,2.0,Puerto Rico United States,427740,Puerto Rico; United States,21.0,Americas; Caribbean/Central America; North America,17.0,Iv
1,0,A35-005 NCT04987671 TrialTroveID-410485,1.0,United States,410485,United States,1.0,Americas; North America,2.0,Iii
1 9 7 1 7 1 2 1 5 2 5 28,1,A35- 004 PHOENIX A35-004 EudraCT Number: 2021-000250-26 NCT05021536 NL78255.100.21 PHOENIX TrialTroveID-401791,13.0,Belgium France Germany Ireland Italy Netherlands Poland Portugal Spain Sweden United Kingdom United States,401791,Belgium; France; Germany; Ireland; Italy; Netherlands; Poland; Portugal; Puerto Rico; Spain; Sweden; United Kingdom; United States,69.0,Americas; Caribbean/Central America; Eastern Europe; Europe; North America; Western Europe,80.0,Iii
5,1,A35-003 NCT04516096 TrialTroveID-382605,1.0,United States,382605,United States,5.0,Americas; North America,5.0,Ii/Iii
2,0,AMX-3500-OLE CENTAUR-OLE NCT03488524 TrialTroveID-321850,1.0,United States,321850,United States,2.0,Americas; North America,2.0,Ii
25,1,AMX-3500 CENTAUR CENTAUR ALS NCT03127514 TrialTroveID-282879,1.0,United States,282879,United States,25.0,Americas; North America,35.0,Ii/Iii
,0,TrialTroveID-090292,,,90292,,,(N/A),,I
,0,ACTRN12620000236998 SEL002 TrialTroveID-369700 U1111-1248-2724,1.0,,369700,Australia,4.0,Australia/Oceania,4.0,Ii
,0,ACTRN12617001218381 SEL001 TrialTroveID-314139,1.0,,314139,Australia,1.0,Australia/Oceania,6.0,Iii
1,1,04/182-0 NCT00136110 TrialTroveID-079100,1.0,Netherlands,79100,Netherlands,,Europe; Western Europe,4.0,Iii
,0,TrialTroveID-480959,,,480959,,,(N/A),,I
2,0,FARM53XBKT NCT00635960 SLA_GH_1 TrialTroveID-086066,1.0,Italy,86066,Italy,2.0,Europe; Western Europe,3.0,Ii
3 1 1 4,0,CBLZ945C12201 EudraCT Number: 2019-000826-22 NCT04066244 TrialTroveID-355943,4.0,Australia Finland Sweden United States,355943,Australia; Finland; Sweden; United States,9.0,Americas; Australia/Oceania; Europe; North America; Western Europe,4.0,Ii
,0,TrialTroveID-315798,1.0,,315798,Italy,,Europe; Western Europe,4.0,Ii
,0,TrialTroveID-184617,,,184617,,,(N/A),,I
2,1,AOM 07225 DOSERAL NCT01160263 P080402,1.0,France,225247,France,2.0,Europe; Western Europe,,Iii
4,0,NCT05882695 SPG302-ALS-001 TrialTroveID-405962,2.0,Australia,405962,Australia; United States,4.0,Americas; Australia/Oceania; North America,1.0,I
,0,TrialTroveID-495558,,,495558,,,(N/A),,I
1,0,NCT01984814 NGBSI-04,1.0,India,231463,India,,Asia,,Ii
,1,TrialTroveID-182938,1.0,,182938,Russia,,Eastern Europe; Europe,1.0,Iv
,0,TrialTroveID-283348,,,283348,,,(N/A),,I
,0,ALS-TAL-201-OL ALSTAR OL NCT00982150 TrialTroveID-115972,10.0,,115972,Belgium; Canada; France; Germany; Hungary; Israel; Italy; Netherlands; Spain; United States,,Americas; Eastern Europe; Europe; North America; Western Asia/Middle East; Western Europe,25.0,Ii
1,0,NCT00964730 R09-0539 TAL-TQT-101 TrialTroveID-114416,1.0,United States,114416,United States,1.0,Americas; North America,,I
1,0,NCT00868361 TAL-MB-100 TrialTroveID-106544,1.0,United States,106544,United States,1.0,Americas; North America,1.0,I
1 3 3 3 1 1 3 1 1 7,0,AL-STAR201 ALS-TAL-201 ALS-TAL-201 (ALSTAR) ALSTAR EudraCT Number: 2008-002062-62 NCT00696332 TrialTroveID-080706,10.0,Belgium Canada France Germany Hungary Israel Italy Netherlands Spain United States,80706,Belgium; Canada; France; Germany; Hungary; Israel; Italy; Netherlands; Spain; United States,25.0,Americas; Eastern Europe; Europe; North America; Western Asia/Middle East; Western Europe,26.0,Ii
,0,TrialTroveID-080705,1.0,,80705,United States,2.0,Americas; North America,4.0,Ii
,0,TrialTroveID-405146,,,405146,,,(N/A),,I
1,0,BASEC2021-01141 NCT04976127 NEON SNCTP000004631 TLN/PD/1 TrialTroveID-387494,1.0,Switzerland,387494,Switzerland,1.0,Europe; Western Europe,2.0,I
1,0,2000-486 NCT00214110 TrialTroveID-079072,1.0,United States,79072,United States,1.0,Americas; North America,6.0,Ii
9,0,NCT01257581 SDALS-001 TrialTroveID-139062,1.0,United States,139062,United States,10.0,Americas; North America,18.0,Ii
,0,201306028 TrialTroveID-260538,1.0,,260538,"Taiwan, China",1.0,Asia,,Ii
1,0,201307022 NCT02166944 TrialTroveID-211170,1.0,Taiwan,211170,"Taiwan, China",1.0,Asia,6.0,Iii
1 4 5 1 6 1 5,1,H2020/755094/2017/OLE NCT05753852 TrialTroveID-460915 TUDCA-ALS OLE,7.0,Belgium France Germany Ireland Italy Netherlands United Kingdom,460915,Belgium; France; Germany; Ireland; Italy; Netherlands; United Kingdom,23.0,Europe; Western Europe,23.0,Iii
1 4 6 1 6 1 6,1,EudraCT Number: 2018-002722-22 H2020/755094/2017/IT-01 NCT03800524 NL69414.041.19 TrialTroveID-327506 TUDCA-ALS,7.0,Belgium France Germany Ireland Italy Netherlands United Kingdom,327506,Belgium; France; Germany; Ireland; Italy; Netherlands; United Kingdom,25.0,Europe; Western Europe,29.0,Iii
1,0,EudraCT Number: 2007-001592-10 NCT00877604 TrialTroveID-107044 TUDCA 20071 TUDCA-ALS TUDCA200701,1.0,Italy,107044,Italy,1.0,Europe; Western Europe,5.0,Ii
,1,ChiCTR2100054894 TrialTroveID-421812,1.0,,421812,China,15.0,Asia,1.0,Iv
1,0,CTCH346 0102 NCT00036413,1.0,United States,224775,United States,,Americas; North America,,Ii
1,0,2103570362 NCT04920318 PPA,1.0,United States,435690,United States,1.0,Americas; North America,,Other
1 12,0,AT-1501-A201 NCT04322149 TrialTroveID-370517,2.0,Canada United States,370517,Canada; United States,13.0,Americas; North America,13.0,Ii
,0,TrialTroveID-321213,1.0,,321213,United States,,Americas; North America,1.0,I
1 1,0,EudraCT Number: 2012-005034-11 NCT02269436 NL51030.041.14 sNN0029-004 TrialTroveID-219300,2.0,Belgium Netherlands,219300,Belgium; Netherlands,2.0,Europe; Western Europe,2.0,I
1 1,0,EudraCT Number: 2012-001026-10 NCT01999803 NL45580.041.13 sNN0029-003 TrialTroveID-182767,2.0,Belgium Netherlands,182767,Belgium; Netherlands,2.0,Europe; Western Europe,2.0,Iii
1,0,NCT01384162 sNN0029-002 TrialTroveID-148779,2.0,Belgium,148779,Belgium; Sweden,1.0,Europe; Western Europe,1.0,Iii
,1,TrialTroveID-119257,,,119257,,,(N/A),,Ii/Iii
1,0,NCT00800501 sNN0029-001 TrialTroveID-101532,2.0,Belgium,101532,Belgium; Sweden,1.0,Europe; Western Europe,3.0,Iii
,0,15775 301752 CPMS 51286 EudraCT number: 2021-003345-38 ISRCTN45028842 PID 15775 TrialTroveID-422412 TRUST,1.0,,422412,United Kingdom,1.0,Europe; Western Europe,1.0,I
,0,199/11792 NCT00004771 OSU-92H0325,,,224330,,,,,Ii
,0,ChiCTR2000039689 TrialTroveID-388768,1.0,,388768,China,10.0,Asia,1.0,Ii
1,0,ALS-001 NCT00140452 TrialTroveID-078850,1.0,United States,78850,United States,1.0,Americas; North America,1.0,Ii
1,0,NCT00231140 THL-ALS01 TrialTroveID-078683,1.0,Germany,78683,Germany,,Europe; Western Europe,3.0,Ii
5,0,NCT05105958 TIDALS TIDALS_01 TrialTroveID-417476,1.0,Switzerland,417476,Switzerland,5.0,Europe; Western Europe,5.0,Ii
15,0,CY 4021 NCT01089010 TrialTroveID-122346,1.0,United States,122346,United States,15.0,Americas; North America,20.0,Ii
,0,CY 4012 TrialTroveID-118382,,,118382,,,(N/A),,I
,0,CY 4011 TrialTroveID-108007,1.0,,108007,United States,1.0,Americas; North America,,I
1 10 4 3 1 3 1 1 1 1 41,1,20160683 CY 4033 EudraCT Number: 2016-002629-13 F17004 NCT02936635 NL59871.041.17 TrialTroveID-284709 VIGOR-ALS VITALITY-ALS- EXT,11.0,Belgium Canada France Germany Ireland Italy Netherlands Portugal Spain United Kingdom United States,284709,Belgium; Canada; France; Germany; Ireland; Italy; Netherlands; Portugal; Spain; United Kingdom; United States,69.0,Americas; Europe; North America; Western Europe,71.0,Iii
1 10 7 3 1 3 1 1 1 4 49,1,20150619 CY 4031 EudraCT Number: 2014-005413-23 NCT02496767 NL54137.041.15 REec-2016-2095 TrialTroveID-261308 VITALITY-ALS,11.0,Belgium Canada France Germany Ireland Italy Netherlands Portugal Spain United Kingdom United States,261308,Belgium; Canada; France; Germany; Ireland; Italy; Netherlands; Portugal; Spain; United Kingdom; United States,79.0,Americas; Europe; North America; Western Europe,104.0,Iii
12 7 3 1 1 1 6 44,0,BENEFIT-ALS C_FN_Cyto 4026 CY 4026 CY4026 DeNDRoN 098 EudraCT Number: 2012-004987-23 NCT01709149 NL42947.041.12 TrialTroveID-166541 UKCRN ID: 13984,8.0,Canada France Germany Ireland Netherlands Spain United Kingdom United States,166541,Canada; France; Germany; Ireland; Netherlands; Spain; United Kingdom; United States,75.0,Americas; Europe; North America; Western Europe,121.0,Ii
11,0,CY 4025 NCT01486849 TrialTroveID-155650,1.0,United States,155650,United States,11.0,Americas; North America,18.0,Ii
,0,CY 4013 TrialTroveID-142278,,,142278,,,(N/A),,I
9,0,CY 4024 NCT01378676 TrialTroveID-139315,1.0,United States,139315,United States,10.0,Americas; North America,18.0,Ii
,0,CTR20233326 DUXACT-2310019 TrialTroveID-496378,1.0,,496378,China,1.0,Asia,1.0,I
,0,CTR20231984 DUXACT-2305053 TrialTroveID-442676,1.0,,442676,China,1.0,Asia,1.0,I
5,0,2015TCZALS-001 NCT02469896 TCZALS-001 TrialTroveID-221108,1.0,United States,221108,United States,5.0,Americas; North America,8.0,Ii
,1,TrialTroveID-501003,1.0,,501003,Italy,3.0,Europe; Western Europe,4.0,Iv
19,1,233AS001 NCT04972487 TrialTroveID-409676,1.0,United States,409676,United States,19.0,Americas; North America,,Iii
1 1 1 3 1 2 1 2 1 1 1 1 1 12,1,233AS303 ATLAS EudraCT Number: 2020-004590-51 jRCT2071210032 NCT04856982 PMR 4436-1 TrialTroveID-339454,17.0,"Australia Belgium Brazil Canada France Germany Italy Japan Korea, Republic Of Poland Spain Sweden United Kingdom United States",339454,Australia; Belgium; Brazil; Bulgaria; Canada; France; Germany; Italy; Japan; Jordan; Poland; Russia; South Korea; Spain; Sweden; United Kingdom; United States,29.0,Americas; Asia; Australia/Oceania; Eastern Europe; Europe; North America; South America; Western Asia/Middle East; Western Europe,36.0,Ii/Iii
2,0,233HV101 NCT03764488 TrialTroveID-338255,1.0,United States,338255,United States,2.0,Americas; North America,,I
1 4 1 1 1 4 1 1 16,1,233AS102 EudraCT Number: 2016-003225-41 JapicCTI-205111 jRCT2080225019 NCT03070119 TrialTroveID-296928 VALOR OLE,14.0,Belgium Canada France Germany Italy Japan New Zealand United Kingdom United States,296928,Argentina; Australia; Belgium; Canada; France; Germany; Italy; Japan; New Zealand; Poland; South Korea; Spain; United Kingdom; United States,30.0,Americas; Asia; Australia/Oceania; Eastern Europe; Europe; North America; South America; Western Europe,21.0,Iii
1 1 4 1 1 1 1 5 2 1 2 20,1,233AS101 EudraCT Number: 2015-004098-33 JapicCTI-194777 jRCT2080224702 NCT02623699 Pro00021877 TrialTroveID-269503 VALOR,13.0,"Australia Belgium Canada Denmark France Germany Italy Japan Korea, Republic Of Poland United Kingdom United States",269503,Argentina; Australia; Belgium; Canada; Denmark; France; Germany; Italy; Japan; Poland; Sweden; United Kingdom; United States,40.0,Americas; Asia; Australia/Oceania; Eastern Europe; Europe; North America; South America; Western Europe,41.0,Iii
4,0,ISIS 333611 SOD1 ISIS 333611- CS1 NCT01041222 TrialTroveID-105508,1.0,United States,105508,United States,4.0,Americas; North America,9.0,I
1,0,AAAF4151 NCT00604591 TrialTroveID-238799,1.0,United States,238799,United States,2.0,Americas; North America,3.0,Ii
,0,TrialTroveID-433813,1.0,,433813,United States,,Americas; North America,,Ii
,0,TrialTroveID-411005,1.0,,411005,United Kingdom,,Europe; Western Europe,,I
5,0,CT1SNR1611ALS1 KCT0004911 NCT04326283 TrialTroveID-370642,1.0,"Korea, Republic Of",370642,South Korea,5.0,Asia,5.0,Iii
,0,TrialTroveID-192426,,,192426,,,Europe,,Iii
,0,ALTA-BOLT NCT02478450 QALS-101 TrialTroveID-197470,1.0,,197470,United States,4.0,Americas; North America,3.0,Iii
17,1,NCT05597436 SLS-005-EAP TrialTroveID-446326,1.0,United States,446326,United States,17.0,Americas; North America,16.0,Iv
,0,TrialTroveID-444199,1.0,,444199,United States,25.0,Americas; North America,5.0,I
,0,ACTRN12621001755820 SLS-005-204 TrialTroveID-426932,2.0,,426932,Australia; China,2.0,Asia; Australia/Oceania,2.0,Ii
1,1,2019P003518E HEALEY ALS - Regimen E NCT05136885 TrialTroveID-381547,1.0,United States,381547,United States,53.0,Americas; North America,2.0,Ii/Iii
1,0,20071808 NCT00919555 PNA TrialTroveID-093634,1.0,United States,93634,United States,1.0,Americas; North America,1.0,Iii
1,0,1307014081 NCT02716662 TrialTroveID-275427,1.0,United States,275427,United States,1.0,Americas; North America,2.0,Ii
,0,BHV4157-108 TrialTroveID-512076,,,512076,,1.0,(N/A),,I
,0,BHV4157- 103 TrialTroveID-512073,,,512073,,1.0,(N/A),,I
,0,BHV4157-101 TrialTroveID-512071,,,512071,,1.0,(N/A),,I
,0,BHV4157-104 TrialTroveID-512045,,,512045,,1.0,(N/A),,I
1,0,NCT03506425 PALS Pro00092250 TrialTroveID-323085,1.0,United States,323085,United States,1.0,Americas; North America,1.0,Iii
1 1 1,0,ACTRN12620000945921 EudraCT Number: 2020-005018-17 MetFlex MetFlex-003 NCT04788745 NL75615.041.20 TrialTroveID-386811,3.0,Australia Netherlands United Kingdom,386811,Australia; Netherlands; United Kingdom,3.0,Australia/Oceania; Europe; Western Europe,4.0,Ii
,0,TrialTroveID-490028,,,490028,,,(N/A),,I
1 1 1 1 1 1 1 1 1 1 1 1 8,1,BASEC2023-01222 EudraCT Number: 2020-005522-28 FUS-ALS ION363-CS1 NCT04768972 NL78827.000.22 SNCTP000005657 TrialTroveID-389024,18.0,"Belgium Brazil Canada Germany Ireland Italy Korea, Republic Of Netherlands Sweden Switzerland Taiwan United Kingdom United States",389024,"Belgium; Brazil; Canada; France; Germany; Ireland; Italy; Japan; Netherlands; Poland; South Korea; Spain; Sweden; Switzerland; Taiwan, China; Turkey; United Kingdom; United States",19.0,Americas; Asia; Eastern Europe; Europe; North America; South America; Western Europe,23.0,Iii
8 50,1,CEF-ALS -2006 CEF-ALS-2006 NCT00349622 NINDS NINDS CRC TrialTroveID-079062,2.0,Canada United States,79062,Canada; United States,59.0,Americas; North America,77.0,Iii
,1,TrialTroveID-121975,1.0,,121975,Canada,,Americas; North America,1.0,Iv
,0,TrialTroveID-080604,1.0,,80604,United States,6.0,Americas; North America,2.0,Ii
,0,TrialTroveID-087393,1.0,,87393,Argentina,,Americas; South America,2.0,Ii
1,1,22974 NCT02851914 TrialTroveID-283695,1.0,United States,283695,United States,1.0,Americas; North America,1.0,Iv
1,1,9632 NCT02756104 TrialTroveID-278122 VITALS,1.0,France,278122,France,1.0,Europe; Western Europe,1.0,Iv
,0,TrialTroveID-119185,1.0,,119185,United States,1.0,Americas; North America,1.0,Ii
,1,TrialTroveID-121977,1.0,,121977,South Korea,3.0,Asia,5.0,Iii
1,0,CTRI/2023/10/058660 NCT05981040 TrialTroveID-480510 ZYIL1.23.003,1.0,India,480510,India,8.0,Asia,1.0,Ii
3 4 2 2 7 5 9 1 1 2 3 2 14,0,CardinALS EudraCT Number: 2021-006511-29 jRCT2011230040 jRCT2011230043 NCT05349721 NL81540.041.22 PTC857-CNS-001-ALS TrialTroveID-418007,19.0,Argentina Australia Belgium Czechia France Germany Italy Japan Netherlands Poland Spain Sweden United States,418007,Argentina; Australia; Belgium; Brazil; Canada; Czech Republic; France; Germany; Ireland; Italy; Japan; Mexico; Netherlands; Norway; Poland; South Korea; Spain; Sweden; United States,55.0,Americas; Asia; Australia/Oceania; Eastern Europe; Europe; North America; South America; Western Europe,69.0,Ii
,1,TrialTroveID-252287,1.0,,252287,Mexico,,Americas; North America,2.0,Iv
,1,EPO200901 EPOS TRIAL EudraCT Number: 2009-016066-91 TrialTroveID-198292,1.0,,198292,Italy,25.0,Europe; Western Europe,48.0,Iii
,0,TrialTroveID-121485,1.0,,121485,South Korea,1.0,Asia,2.0,Ii
,0,TrialTroveID-109807,1.0,,109807,Italy,,Europe; Western Europe,3.0,Ii
,0,TrialTroveID-080342,1.0,,80342,South Korea,1.0,Asia,2.0,Ii
,0,TrialTroveID-121506,1.0,,121506,Russia,,Eastern Europe; Europe,4.0,Ii
5,0,21-35516 NCT05184569 TrialTroveID-422602 Veri-T-001,1.0,United States,422602,United States,5.0,Americas; North America,10.0,I
1,1,2019P003518B HEALEY ALS Platform Trial - Regimen B NCT04436510 TrialTroveID-377434,1.0,United States,377434,United States,52.0,Americas; North America,3.0,Ii/Iii
1,0,NCT06226064 Ph1/VES001 SORT-IN-1 TrialTroveID-501625,1.0,Netherlands,501625,Netherlands,1.0,Europe; Western Europe,1.0,I
,0,TrialTroveID-080132,1.0,,80132,United States,,Americas; North America,1.0,Ii
,1,ChiCTR2300075878 TrialTroveID-487477,1.0,,487477,China,1.0,Asia,1.0,Iv
1,1,ALSClin-001 NCT00372879 R-06-451 TrialTroveID-079052,1.0,Canada,79052,Canada,1.0,Americas; North America,1.0,Iii
1,0,19-094 MICABO-ALS NCT04244630 TrialTroveID-366405,1.0,United States,366405,United States,1.0,Americas; North America,1.0,Ii
1,0,2018613-6392 42595 NCT04140136 NMRR-18-1592-42595 T3-ALS-01 TrialTroveID-332308,1.0,Malaysia,332308,Malaysia,1.0,Asia,1.0,Ii
1,0,14-CH-0102 140102 NCT02124083 TrialTroveID-232576,1.0,United States,232576,United States,1.0,Americas; North America,2.0,Iii
,0,TrialTroveID-048557,,,48557,,,(N/A),,Ii
,0,TrialTroveID-023032,,,23032,,,Americas; North America,,I
1 1,0,EudraCT Number: 2023-506509-21 NCT06215755 TrialTroveID-501026 VGCS-50635-002,2.0,Canada Netherlands,501026,Canada; Netherlands,2.0,Americas; Europe; North America; Western Europe,1.0,I
,0,CHDR2219 EudraCT Number: 2022-002747-22 ISRCTN14792372 TrialTroveID-408472,1.0,,408472,Netherlands,1.0,Europe; Western Europe,2.0,I
,0,TrialTroveID-350224,,,350224,,,(N/A),,I
1,0,ALSTEM EudraCT Number: 2018-004171-12 NCT04651855 TrialTroveID-390891,1.0,Poland,390891,Poland,1.0,Eastern Europe; Europe,2.0,Iii
,0,TrialTroveID-216205 UMIN000015054,1.0,,216205,Japan,,Asia,2.0,I
2 1,0,EudraCT Number: 2022-002267-29 NCT05683860 NL81832.000.22 TrialTroveID-445376 WVE-004-002,10.0,Netherlands United Kingdom,445376,Australia; Belgium; Canada; Germany; Ireland; Netherlands; New Zealand; Sweden; United Kingdom; United States,9.0,Americas; Australia/Oceania; Europe; North America; Western Europe,1.0,Iii
3 1 2 1 2 2 1 5,0,EudraCT Number: 2020-005193-94 FOCUS-C9 NCT04931862 NL76122.000.21 TrialTroveID-319020 WVE-004-001,10.0,Australia Belgium Canada Ireland Netherlands New Zealand Sweden United Kingdom,319020,Australia; Belgium; Canada; Germany; Ireland; Netherlands; New Zealand; Sweden; United Kingdom; United States,17.0,Americas; Australia/Oceania; Europe; North America; Western Europe,17.0,Iii
,1,97.039P TrialTroveID-088863,2.0,,88863,Canada; United States,54.0,Americas; Europe; North America,5.0,Iii
1,0,JapicCTI-090746 jRCT2080220719 NCT00886977 TrialTroveID-107667 YAM80-01,1.0,Japan,107667,Japan,1.0,Asia,1.0,Ii
1,1,2019P003518A HEALEY ALS Platform Trial - Regimen A NCT04436497 TrialTroveID-377436,1.0,United States,377436,United States,52.0,Americas; North America,1.0,Ii/Iii
,0,TrialTroveID-157730,1.0,,157730,United States,,Americas; North America,,I
,1,TrialTroveID-148595,1.0,,148595,United States,6.0,Americas; North America,1.0,Ii/Iii
