reached_phase_3_plus,Actual Accrual (% of Target),Enrollment Close Date,Start Date,Actual Accrual (No. of patients),Primary Endpoints Reported Date,Target Accrual,Treatment Duration (Mos.),Treatment Duration Type,Enrollment Duration Type,Trial.ID,Pts/Site/Mo,Primary Completion Date Type,Enrollment Close Date Type,Primary Endpoints Reported Date Type,Pts/Site/Mo Type,Start Date Type,Trial Phase,Primary Completion Date,Enrollment Duration (Mos.),Protocol/Trial ID,Last Full Review,Last Modified Date
0,107.0,7/1/19,9/14/18,64.0,12/13/19,60.0,2.79,Actual,Actual,330789,0.84,Actual,Actual,Actual,Actual,Actual,I,9/24/19,9.53,AL001-1 INFRONT NCT03636204 TrialTroveID-330789,1/22/20,3/12/24
1,,,12/11/23,,,1.0,,,,489507,,Anticipated,,,,Actual,Iv,12/11/28,,LembN01 NCT06093126 TrialTroveID-489507,2/15/24,2/15/24
0,130.0,3/1/07,1/1/06,26.0,4/16/08,20.0,12.0,Actual,Actual,87353,0.27,Actual,Actual,Actual,Actual,Actual,Iii,2/28/08,13.9,EudraCT Number: 2005-003248-75 EudraCT-number 2005-03248-75 STEMALS STEMALS 01 TrialTroveID-087353,11/4/09,2/7/22
1,,1/1/24,3/23/21,,,115.0,12.0,Anticipated,Anticipated,393116,0.69,Anticipated,Anticipated,,Anticipated,Actual,Iii,12/31/24,33.33,ALSummit ALSUMMIT HYUH-2018-09-025 KCT0005954 NCT04745299 NEURONATA-R_ALS301 TrialTroveID-393116,4/5/24,4/5/24
0,,,1/1/07,22.0,4/10/09,,3.0,Actual,,147469,,,,Actual,,Actual,Ii,,,TrialTroveID-147469,6/7/11,5/19/23
0,101.0,5/1/12,2/1/11,72.0,9/22/14,71.0,12.0,Actual,Actual,147370,4.82,Actual,Actual,Actual,Actual,Actual,Iii,5/1/13,14.95,HYNR_CS_ALS201 NCT01363401 TrialTroveID-147370,5/29/15,2/8/22
1,,,3/1/21,,,,,,,376264,,,,,,Anticipated,Iii,,,TrialTroveID-376264,3/29/23,3/29/23
1,122.0,2/22/15,5/9/13,220.0,9/4/16,180.0,12.0,Actual,Actual,228848,0.15,Actual,Actual,Actual,Actual,Actual,Iii,2/22/16,21.49,EudraCT Number: 2011-005529-34 NCT01626378 NL41019.078.12 TrialTroveID-228848 TRx-237-007,11/13/17,11/1/23
1,65.0,5/19/17,8/18/14,913.0,6/2/20,1400.0,0.0,Actual,Actual,217397,0.2,Actual,Actual,Actual,Actual,Actual,Iii,5/19/17,33.02,EudraCT Number: 2014-002013-37 NCT02245568 NL52155.078.15 NMRR-14-1486-23103 REec-2015-1385 TrialTroveID-217397 TRx-237-020 TRx-237-020 23103,3/15/18,11/18/20
0,100.0,11/1/06,5/1/06,20.0,12/1/07,20.0,9.0,Actual,Actual,78777,3.33,Actual,Actual,Actual,Actual,Actual,Ii,8/1/07,6.0,8380-06-3R0 NCT00324454 TrialTroveID-078777,10/27/08,1/22/15
1,50.0,,6/26/19,227.0,6/13/21,450.0,,,,342659,,Actual,,Actual,,Actual,Iii,11/18/20,,3119003 EudraCT Number: 2018-004180-31 NCT03948178 REFALS-ES TrialTroveID-342659,1/28/21,3/22/24
1,110.0,8/24/19,6/21/18,496.0,7/28/20,450.0,11.0,Actual,Actual,322838,0.34,Actual,Actual,Actual,Actual,Actual,Iii,7/23/20,14.09,134169 3119002 EudraCT Number: 2017-002754-36 NCT03505021 NL64706.041.18 REFALS TrialTroveID-322838,8/25/20,4/29/24
0,94.0,8/10/16,7/1/15,66.0,11/7/17,70.0,9.0,Actual,Actual,261530,0.45,Actual,Actual,Actual,Actual,Actual,Ii,5/11/17,13.34,3119001 EudraCT Number: 2014-004567-21 LEVALS NCT02487407 TrialTroveID-261530 UKCRN ID: 18646,2/14/17,2/2/22
0,,,12/24/20,,,150.0,5.91,Anticipated,,389004,,,,,,Actual,Ii,,,CTR20202126 MP-2019-004 TrialTroveID-389004,8/11/23,8/21/23
0,,,4/19/06,,,84.0,12.0,Actual,,109559,,,,,,Actual,Ii,,,ALALS EudraCT Number: 2005-005152-40 TrialTroveID-109559,3/14/14,3/15/14
0,,,,,,,,,,261108,,,,,,,Ii,,,TrialTroveID-261108,1/31/19,1/31/19
1,110.0,11/30/11,1/1/11,77.0,,70.0,,,,137565,,Anticipated,Actual,,,Actual,Iv,6/1/13,,EudraCT Number: 2008-006891-31 LICALS Extension TrialTroveID-137565 UKCRN ID: 9349,5/15/18,8/16/22
0,,,,21.0,9/22/10,,9.0,Actual,,135873,,,,Actual,,,Ii,,,TrialTroveID-135873,5/31/16,2/22/22
0,,,,30.0,9/13/09,,6.0,Actual,,111253,,,,Actual,,,Ii,,,TrialTroveID-111253,6/1/16,6/1/16
0,,,2/1/08,17.0,6/22/09,,7.8,Actual,,111182,,,,Actual,,Actual,Ii,,,TrialTroveID-111182,5/31/16,2/8/22
0,,,3/6/09,,,40.0,18.0,Actual,,109390,,,,,,Actual,Ii,,,2707/2009 EudraCT Number: 2009-010060-41 TrialTroveID-109390,4/4/11,2/8/22
1,,,,,,120.0,,,,109383,,,,,,,Iii,,,2327/2007 EudraCT Number: 2008-001879-30 TrialTroveID-109383,10/28/10,2/15/22
1,114.0,,5/1/08,171.0,4/13/10,150.0,15.0,Actual,,108793,,Actual,,Actual,,Actual,Iii,11/2/09,,EudraCT Number: 2008-001094-15 LitALS TrialTroveID-108793,8/17/10,2/15/22
0,,,,55.0,12/8/09,,6.0,Actual,,107925,,,,Actual,,,Ii,,,TrialTroveID-107925,6/1/16,6/1/16
1,97.0,5/11/10,5/26/09,214.0,2/26/13,220.0,18.0,Actual,Actual,104757,1.86,Actual,Actual,Actual,Actual,Actual,Iii,11/10/11,11.5,6345 EudraCT Number: 2008-006891-31 ISRCTN83178718 LiCALS RAA/2008/013 TrialTroveID-104757 UKCRN ID 5745,3/6/13,10/4/22
0,67.0,1/30/10,11/1/08,133.0,12/2/11,200.0,16.0,Actual,Actual,100377,2.96,Actual,Actual,Actual,Actual,Actual,Ii,6/1/11,15.0,08-192 METC UMC Utrecht LITRA NTR1448 TrialTroveID-100377,12/21/11,2/7/22
0,,6/1/10,11/1/08,,,191.0,12.0,Actual,Actual,97749,,Actual,Actual,,,Actual,Ii,6/1/11,19.0,LTA-2-2008 LTA-2-2008 UMC Utrecht NTR1432 TrialTroveID-097749,9/7/11,2/7/22
1,34.0,6/1/09,1/1/09,84.0,12/8/09,250.0,5.4,Actual,Actual,96325,0.45,Actual,Actual,Actual,Actual,Actual,Ii/Iii,11/12/09,5.0,3U01NS049640-04S1 CRC LALS-001 NCT00818389 TrialTroveID-096325 U01NS049640,12/10/14,10/26/23
0,356.0,2/1/09,5/1/08,356.0,11/29/10,100.0,13.0,Actual,Actual,91425,3.96,Actual,Actual,Actual,Actual,Actual,Ii,3/1/10,9.0,28.013 NCT00790582 TrialTroveID-091425,4/13/12,2/7/22
0,,,9/1/09,,,280.0,25.0,Actual,,121167,,,,,,Actual,Ii,,,TrialTroveID-121167,6/1/16,2/18/22
0,12.0,12/30/09,9/1/09,23.0,,200.0,15.0,Actual,Actual,110858,5.9,Actual,Actual,,Actual,Actual,Ii,4/1/11,3.9,EudraCT Number: 2008-003707-32 LISLA NCT00925847 P080401 TrialTroveID-110858,11/3/12,2/8/22
0,,,10/1/05,44.0,8/24/07,,15.0,Actual,,96403,,,,Actual,,Actual,Ii,,,TrialTroveID-096403,11/1/10,2/7/22
0,108.0,8/1/17,5/1/16,43.0,8/29/22,40.0,20.0,Actual,Actual,304621,2.86,Actual,Actual,Actual,Actual,Actual,Ii,4/1/19,15.01,CONACYT234154 NCT03204500 TrialTroveID-304621,8/11/20,11/9/22
0,,,,,,,,,,508358,,,,,,,I,,,TrialTroveID-508358,3/18/24,3/19/24
0,100.0,9/14/16,3/28/16,50.0,12/13/18,50.0,11.96,Actual,Actual,274942,8.94,Actual,Actual,Actual,Actual,Actual,Ii,9/13/17,5.59,NCT02709330 TrialTroveID-274942,11/15/17,1/31/20
0,,9/1/24,7/30/20,,,23.0,59.99,Anticipated,Anticipated,363569,0.06,Anticipated,Anticipated,,Anticipated,Actual,Iii,8/31/29,49.11,019511 EudraCT Number: 2019-003159-12 J4B-MC-OKAA NCT04408625 PROCLAIM PRV-FTD101 TrialTroveID-363569,6/30/23,4/29/24
0,,,12/1/23,,,,,,,388278,,,,,,Anticipated,I,,,TrialTroveID-388278,8/31/23,9/4/23
0,,6/9/24,6/8/23,,,15.0,2.76,Anticipated,Anticipated,458533,0.62,Anticipated,Anticipated,,Anticipated,Actual,I,9/1/24,12.06,IASO MPNS01 NCT05889572 TrialTroveID-458533,6/16/23,1/8/24
0,,,9/1/14,,12/1/20,76.0,17.0,Anticipated,,217484,,,,Anticipated,,Actual,Ii,,,EudraCT Number: 2014-002228-28 STEMALS-II TrialTroveID-217484,11/25/20,2/18/22
1,,1/1/23,9/1/21,,,495.0,11.0,Anticipated,Anticipated,300123,0.55,Anticipated,Anticipated,,Anticipated,Actual,Iii,12/1/23,16.0,AB14008 AB19001 CCR-20-90 EudraCT Number: 2019-001862-13 MOH_2017-07-09_000594 NCT03127267 NL71135.041.19 TrialTroveID-300123,2/8/24,2/8/24
0,67.0,8/24/17,7/31/17,4.0,,6.0,0.26,Actual,Actual,316619,5.06,Actual,Actual,,Actual,Actual,I,9/1/17,0.79,AB17001 EudraCT Number: 2017-001948-34 NCT05200169 QCL118054 TrialTroveID-316619,1/21/22,7/3/23
1,103.0,12/8/15,4/1/13,394.0,3/20/17,381.0,11.0,Actual,Actual,181957,0.31,Actual,Actual,Actual,Actual,Actual,Ii/Iii,11/6/16,32.23,AB10015 EudraCT Number: 2010-024423-24 MOH_2020-12-07_008659 NCT02588677 REec-2013-0211 TrialTroveID-181957,4/28/17,5/1/24
0,94.0,3/10/20,10/11/19,15.0,,16.0,0.23,Actual,Actual,366994,1.01,Actual,Actual,,Actual,Actual,I,3/17/20,4.96,EudraCT Number: 2019-002315-26 MD1003CT201901HI NCT04252417 TrialTroveID-366994,5/14/20,2/24/22
0,67.0,3/2/20,10/9/19,24.0,,36.0,0.49,Actual,Actual,366993,1.01,Actual,Actual,,Actual,Actual,I,3/17/20,4.76,EudraCT Number: 2019-002315-26 MD1003CT2019602RI NCT04252430 TrialTroveID-366993,5/15/20,2/24/22
0,,1/9/20,12/10/19,,11/2/20,6.0,0.43,Actual,Actual,365234,6.06,Actual,Actual,Actual,Actual,Actual,I,1/22/20,0.99,MD1003CT2019-03MB NCT04223232 TrialTroveID-365234,11/3/20,2/24/22
0,,2/25/20,11/11/19,,,64.0,0.3,Anticipated,Anticipated,361599,18.39,Anticipated,Anticipated,,Anticipated,Actual,I,3/5/20,3.48,Eudract Number: 2019-003121-19 MD1003CT2019-04TQT2 NCT04168723 TQT2 TrialTroveID-361599,9/28/22,9/28/22
0,100.0,12/12/16,6/29/16,30.0,1/27/20,30.0,6.0,Actual,Actual,289178,5.5,Actual,Actual,Actual,Actual,Actual,Ii,6/12/17,5.45,EudraCT Number: 2015-005810-31 MD1003-ALS MD1003CT2015-02-ALS NCT03114215 TrialTroveID-289178,6/7/19,2/2/22
0,,,1/10/07,110.0,12/1/11,,,,,83026,,,,Actual,,Actual,Ii,,,TrialTroveID-083026,9/13/12,11/3/21
1,100.0,8/2/05,6/1/03,330.0,6/3/08,330.0,24.0,Actual,Actual,78710,0.63,Actual,Actual,Actual,Actual,Actual,Iii,8/1/07,26.0,IGF-1/ALS Trial NCT00035815 TrialTroveID-078710,12/10/14,2/7/22
1,102.0,6/1/19,10/1/17,130.0,10/3/21,128.0,4.0,Actual,Actual,311980,0.26,Actual,Actual,Actual,Actual,Actual,Iii,9/30/19,19.98,763 E0302-J081-763 JET-ALS JETALS NCT03548311 TrialTroveID-311980 UMIN000029588,11/9/21,2/6/24
1,45.0,12/19/16,2/1/08,135.0,,300.0,3.0,Actual,Actual,78774,0.03,Actual,Actual,,Actual,Actual,Ii/Iii,3/31/17,106.58,E0302-J081-762 JapicCTI-070434 NCT00445172 TrialTroveID-078774,8/28/17,2/15/22
1,104.0,8/30/10,12/1/06,373.0,4/23/15,360.0,42.0,Actual,Actual,78715,0.16,Actual,Actual,Actual,Actual,Actual,Ii/Iii,3/1/14,44.95,E0302-J081-761 JapicCTI-070433 NCT00444613 TrialTroveID-078715,12/9/14,2/15/22
0,100.0,6/8/19,4/13/19,24.0,,24.0,0.59,Actual,Actual,345883,13.04,Actual,Actual,,Actual,Actual,I,6/26/19,1.84,E0302-J064-003 NCT03885882 TrialTroveID-345883,8/26/19,2/24/22
1,,12/14/19,6/13/18,,,30.0,6.0,Anticipated,Anticipated,326456,1.66,Anticipated,Anticipated,,Anticipated,Actual,Iv,6/13/20,18.04,ChiCTR1800016626 TrialTroveID-326456,12/24/20,2/2/22
1,,,5/27/23,,,2000.0,,,,470911,,Anticipated,,,,Anticipated,Iv,12/31/24,,ChiCTR2300071719 TrialTroveID-470911,5/25/23,5/29/23
0,,10/1/14,10/1/08,60.0,6/11/15,,6.0,Actual,Actual,315916,0.83,Actual,Actual,Actual,Actual,Actual,Ii,4/1/15,71.99,TrialTroveID-315916,1/5/18,1/9/18
1,,,10/1/07,,,,,,,238709,,Actual,,,,Actual,Iii,6/1/12,,Baycrest.Ebixa.FTD-001 Lundbeck 11627A NCT00594737,,6/1/12
1,58.0,5/17/12,12/12/07,81.0,1/2/13,140.0,6.5,Actual,Anticipated,238316,0.17,Actual,Anticipated,Actual,Anticipated,Actual,Iv,5/7/12,53.16,NAM-53:memantineplacebo NCT00545974 TrialTroveID-238316,11/20/17,11/2/22
0,,,9/1/05,,,,,,,235151,,,,,,Actual,Ii,,,BRD 05/1-E NCT00200538,,5/2/13
0,110.0,10/21/20,11/7/18,99.0,11/29/22,90.0,9.0,Actual,Actual,207406,0.32,Actual,Actual,Actual,Actual,Actual,Ii,7/22/21,23.46,NCT02118727 TAME TAME-ALS TAME-ALS FD003937-01 TrialTroveID-207406,11/5/21,11/1/23
0,,,,,,60.0,,,,109620,,,,,,,Ii,,,EudraCT Number: 2005-004329-24 MEM-ALS/05 TrialTroveID-109620,6/1/16,2/15/22
0,,1/1/08,6/1/05,20.0,12/8/09,,18.0,Actual,Actual,79841,0.65,Actual,Actual,Actual,Actual,Actual,Ii,7/1/09,31.0,Memantine in ALS NCT01020331 TAME TrialTroveID-079841,11/27/09,2/7/22
0,57.0,7/1/10,3/1/07,24.0,12/2/11,42.0,5.0,Actual,Actual,78838,0.3,Actual,Actual,Actual,Actual,Actual,Ii,12/1/10,40.1,1204 EB2006ALS NCT00409721 TrialTroveID-078838,3/3/11,2/7/22
1,105.0,6/1/07,7/1/05,63.0,12/8/09,60.0,12.0,Actual,Actual,78800,2.74,Actual,Actual,Actual,Actual,Actual,Ii/Iii,6/1/08,23.0,002-04 MEDALS NCT00353665 TrialTroveID-078800,10/19/10,2/7/22
1,,3/2/25,2/27/20,,,800.0,18.0,Anticipated,Anticipated,360994,0.6,Anticipated,Anticipated,,Anticipated,Actual,Ii/Iii,9/1/26,60.12,AC18082 EudraCT Number: 2019-000099-41 MND-SMART NCT04302870 TrialTroveID-360994,5/23/22,1/22/24
1,,,,17.0,4/3/16,,,,,277187,,,,Actual,,,Iv,,,TrialTroveID-277187,4/21/16,2/18/22
0,,,10/1/18,,,40.0,,,,330370,,Anticipated,,,,Anticipated,Iii,9/30/21,,ChiCTR1800017734 TrialTroveID-330370,4/25/19,2/3/22
0,,,,11.0,6/22/15,,2.0,Actual,,260001,,,,Actual,,,Iii,,,TrialTroveID-260001,6/20/15,6/20/15
0,100.0,10/2/23,1/10/20,18.0,,18.0,4.9,Anticipated,Actual,364983,0.4,Anticipated,Actual,,Actual,Actual,Ii,2/28/24,44.74,NCT04220021 OCR20620 TrialTroveID-364983 UF2019-001,10/4/23,10/4/23
0,,,,,,,,,,339228,,,,,,,Ii,,,TrialTroveID-339228,9/29/20,10/1/20
0,,8/24/06,,,,20.0,11.0,Actual,,313456,,Actual,Actual,,,,Ii,7/24/07,,EudraCT Number: 2005-005915-13 TrialTroveID-313456 TRx-014-002,11/28/17,8/1/22
0,33.0,7/31/18,10/1/16,20.0,12/5/19,60.0,2.0,Actual,Actual,279460,0.09,Actual,Actual,Actual,Actual,Actual,Ii,9/30/18,21.95,Mexiletine-2 MX-ALS-002 NCT02781454 TrialTroveID-279460,12/6/19,2/18/22
0,125.0,4/1/14,7/23/13,75.0,4/23/15,60.0,4.0,Actual,Actual,186024,0.91,Actual,Actual,Actual,Actual,Actual,Ii,8/1/14,8.28,43708-A MX-ALS-001 NCT01849770 TrialTroveID-186024,10/16/15,2/2/22
1,77.0,1/16/16,5/1/13,23.0,3/3/17,30.0,1.5,Actual,Actual,183284,0.12,Actual,Actual,Actual,Actual,Actual,Iv,3/1/16,32.53,378164 NCT01811355 TrialTroveID-183284,6/28/17,11/8/19
0,,,10/1/11,,9/28/14,60.0,,,,154059,,,,Actual,,Actual,Ii,,,TrialTroveID-154059 UMIN000006423,9/30/14,5/19/23
0,,8/15/06,10/17/02,,,30.0,12.0,Actual,Actual,236246,0.22,Actual,Actual,,Actual,Actual,I,8/15/07,45.96,03-EI-0011 030011 NCT00316498 TrialTroveID-236246,5/15/23,5/15/23
1,,12/1/09,1/1/08,5.0,4/5/12,,12.0,Actual,Actual,229819,0.22,Actual,Actual,Actual,Actual,Actual,Iii,12/1/10,23.01,200802043M NCT01760564 TrialTroveID-229819,5/15/23,5/19/23
0,,,,10.0,12/1/07,,1.5,Actual,,121809,,,,Actual,,,Other,,,TrialTroveID-121809,6/7/10,12/11/10
1,,,9/1/07,,9/26/07,1000.0,,,,79881,,,,Actual,,Actual,Iii,,,EMINALS ISRCTN72727460 TrialTroveID-079881,9/24/08,2/15/22
1,118.0,12/1/05,11/1/03,470.0,11/5/07,400.0,13.0,Actual,Actual,79057,0.63,Actual,Actual,Actual,Actual,Actual,Iii,12/31/06,25.0,NCT00047723 R01NS45294 TrialTroveID-079057,10/24/13,2/7/22
0,,11/30/03,6/1/03,20.0,4/11/05,,6.0,Actual,Actual,78907,3.33,Actual,Actual,Actual,Actual,Actual,Ii,5/30/04,6.0,TrialTroveID-078907,12/7/07,2/7/22
0,,,,,,,,,,102300,,,,,,,I,,,TrialTroveID-102300,8/14/09,2/25/22
1,91.0,10/1/07,6/1/06,32.0,11/14/08,35.0,1.0,Actual,Actual,80449,2.0,Actual,Actual,Actual,Actual,Actual,Iv,11/1/07,16.0,IRB5178 NCT00614926 TrialTroveID-080449,3/28/10,4/25/24
0,,,,15.0,1/1/05,,0.5,Actual,,79830,,,,Actual,,,Ii,,,TrialTroveID-079830,12/10/07,11/26/10
0,,4/1/24,2/13/24,,,12.0,12.0,Anticipated,Anticipated,496830,3.8,Anticipated,Anticipated,,Anticipated,Actual,I,4/1/25,1.58,MON-2023-001 NCT06177431 TrialTroveID-496830,2/15/24,3/18/24
0,100.0,10/30/23,6/28/22,12.0,,12.0,1.0,Actual,Actual,385362,0.37,Actual,Actual,,Actual,Actual,Iii,11/29/23,16.07,MON-2021-001 NCT04894240 TrialTroveID-385362,12/22/23,12/22/23
1,,4/1/12,4/1/03,284.0,12/6/14,,,,Actual,220888,,,Actual,Actual,,Actual,Iv,,108.1,TrialTroveID-220888,11/19/14,11/24/14
0,,,,6.0,12/18/07,,,,,128316,,,,Actual,,,Ii,,,TrialTroveID-128316,10/31/10,2/1/22
0,81.0,11/15/19,5/4/17,81.0,4/1/21,100.0,2.5,Actual,Actual,281496,0.13,Actual,Actual,Actual,Actual,Actual,Ii,1/30/20,30.39,MP-101-01 NCT03044249 TrialTroveID-281496,2/27/20,8/12/21
0,,8/2/24,7/1/24,,,10.0,3.0,Anticipated,Anticipated,508439,,Anticipated,Anticipated,,,Anticipated,Ii,11/1/24,1.05,MRG24ALS NCT06315608 TrialTroveID-508439,3/22/24,3/28/24
0,80.0,11/24/20,9/23/20,12.0,4/2/22,15.0,6.0,Actual,Actual,384923,5.88,Actual,Actual,Actual,Actual,Actual,I,5/25/21,2.04,2022342 NCT04557410 TrialTroveID-384923,5/29/21,5/2/22
0,,,,79.0,12/1/07,,3.0,Actual,,121794,,,,Actual,,,Ii,,,TrialTroveID-121794,5/31/16,5/31/16
0,,,,,,56.0,0.3,Anticipated,,513758,,,,,,,I,,,CTR20240913 TrialTroveID-513758 YYAA1-BLZ-24008,4/23/24,4/30/24
0,,,3/7/23,,,45.0,,,,460012,,Anticipated,,,,Actual,Ii,5/1/25,,AgiNab Nabilone-FTD NCT05742698 TrialTroveID-460012,10/16/23,10/26/23
1,100.0,10/16/15,1/1/13,60.0,5/28/16,60.0,1.5,Actual,Actual,181182,0.45,Actual,Actual,Actual,Actual,Actual,Ii/Iii,12/1/15,33.45,CANALS EudraCT Number: 2010-022808-40 NCT01776970 TrialTroveID-181182,8/12/16,2/22/22
1,,,1/1/11,55.0,11/8/16,,24.0,Actual,,294461,,,,Actual,,Actual,Iv,,,TrialTroveID-294461,1/23/17,1/24/17
0,,4/30/25,4/30/24,,,180.0,20.05,Anticipated,Anticipated,502302,0.83,Anticipated,Anticipated,,Anticipated,Anticipated,Ii,12/31/26,12.0,ChiCTR2400083114 CTR20240243 SRKL-ALS-Ⅱ-2023 TrialTroveID-502302,2/5/24,4/22/24
0,,,11/6/23,,,16.0,,,,491734,,Anticipated,,,,Actual,I,5/31/24,,ChiCTR2300077387 TrialTroveID-491734,11/9/23,11/15/23
1,,3/15/23,10/1/22,,,360.0,31.23,Anticipated,Anticipated,460826,22.14,Anticipated,Anticipated,,Anticipated,Actual,Iv,10/20/25,5.42,ChiCTR2300068650 TrialTroveID-460826,3/3/23,3/3/23
0,,10/16/23,12/15/22,,,30.0,1.97,Anticipated,Anticipated,451102,2.99,Anticipated,Anticipated,,Anticipated,Anticipated,Ii,12/15/23,10.03,CTRI/2022/12/047965 TrialTroveID-451102,11/30/23,11/30/23
0,,4/16/22,10/19/21,,,75.0,2.5,Anticipated,Anticipated,412810,12.76,Anticipated,Anticipated,,Anticipated,Actual,Ii,7/1/22,5.88,032-2017 NCT05031351 NIALS TrialTroveID-412810,12/2/21,6/9/22
0,,1/31/21,6/1/20,,,144.0,11.0,Anticipated,Anticipated,397296,1.8,Anticipated,Anticipated,,Anticipated,Actual,Ii,12/31/21,8.02,CTR20202518 D2020076 NCT04950933 TrialTroveID-397296 Z-HLSJ-GR-2020-KCYY-01,8/31/23,8/31/23
1,,7/1/22,10/1/20,,,60.0,3.0,Anticipated,Anticipated,383507,2.86,Anticipated,Anticipated,,Anticipated,Actual,Iv,9/30/22,20.96,ChiCTR2000037353 TrialTroveID-383507,4/29/21,2/22/22
0,0.0,6/12/20,6/12/20,0.0,,30.0,0.0,Actual,Actual,379874,,Actual,Actual,,,Actual,Ii,6/12/20,0.0,CTR20192373 CTR20200929 TrialTroveID-379874 Z-HLSJ-GR-2019-KCYY-01,10/27/21,2/22/22
0,,1/1/21,1/1/21,,,10.0,8.0,Anticipated,Anticipated,266962,,Anticipated,Anticipated,,,Anticipated,I,9/1/21,0.0,0015-14-CMC ALS-PHL NCT02588807 TrialTroveID-266962,8/10/22,8/10/22
0,,,12/30/14,,,60.0,,,,255509,,Anticipated,,,,Anticipated,Ii,12/30/17,,ChiCTR-IOR-14005674 TrialTroveID-255509,3/26/19,3/27/19
0,,,1/1/08,,,40.0,12.0,Actual,,97484,,,,,,Actual,Ii,,,NCT00753571 PUTH-1 TrialTroveID-097484,1/17/13,1/17/13
0,,,,4.0,11/30/06,,,,,80362,,,,Actual,,,Ii,,,TrialTroveID-080362,12/11/07,10/21/10
0,,,5/29/23,,,66.0,,,,471337,,,,,,Anticipated,I,,,ACTRN12623000476639 CL-4746-23-01 TrialTroveID-471337,4/3/24,4/3/24
1,,,,,,,,,,148984,,,,,,,Ii/Iii,,,TrialTroveID-148984,7/11/13,7/11/13
1,,,5/1/24,,,60.0,,,,514860,,Anticipated,,,,Anticipated,Ii/Iii,12/1/25,,HX-A-2023027 NATURAL NCT06391645,,4/30/24
0,,,12/1/21,,,,,,,373815,,,,,,Anticipated,Ii,,,TrialTroveID-373815,9/25/23,9/25/23
0,,,9/6/17,,,135.0,,,,308450,,Anticipated,,,,Actual,Other,7/31/19,,2017-A00416-47 C16-87 ECOCAPTURE NCT03272230,,3/22/19
0,100.0,2/15/16,3/1/13,8.0,9/12/17,8.0,2.5,Actual,Actual,245133,0.23,Actual,Actual,Actual,Actual,Actual,I,5/1/16,35.54,CHR12-09098 NCT01835665 TrialTroveID-245133,,4/25/23
0,,2/1/22,7/1/20,,,150.0,5.91,Anticipated,Anticipated,408143,7.87,Anticipated,Anticipated,,Anticipated,Actual,Ii,7/31/22,19.06,D2020109 NCT04950647 TrialTroveID-408143,7/8/21,2/22/22
0,,,4/16/24,1.0,,,,,,514876,,Anticipated,,,,Actual,Iii,4/1/25,,23-011476 NCT06392126,,4/30/24
0,,,12/1/21,,,,,,,355173,,,,,,Anticipated,I,,,TrialTroveID-355173,4/18/24,4/18/24
0,,10/8/16,12/1/15,,,30.0,1.75,Actual,Anticipated,254932,,Anticipated,Anticipated,,,Anticipated,I,12/1/16,10.25,TrialTroveID-254932,5/25/16,11/17/20
0,25.0,4/1/21,9/9/19,3.0,7/6/23,12.0,,,Anticipated,358557,0.16,Actual,Anticipated,Actual,Anticipated,Actual,Ii,2/26/20,18.74,A18-305 NCT04115384 TrialTroveID-358557,7/7/23,7/10/23
0,,,,,,,,,,264899,,,,,,,Ii,,,TrialTroveID-264899,6/6/18,3/27/20
1,,,,,,,,,,260821,,,,,,,Iii,,,TrialTroveID-260821,6/26/18,6/26/18
0,115.0,6/13/17,8/1/16,138.0,3/1/18,120.0,6.0,Actual,Actual,176786,0.6,Actual,Actual,Anticipated,Actual,Actual,Ii,12/12/17,10.38,20160522 NCT02794857 NP001-10-003 TrialTroveID-176786,1/8/18,6/8/22
0,130.0,3/2/12,2/1/11,136.0,10/29/12,105.0,6.0,Actual,Actual,141255,0.62,Actual,Actual,Actual,Actual,Actual,Ii,9/1/12,13.0,NCT01281631 NP001-10-002 TrialTroveID-141255,12/12/13,4/13/23
0,57.0,8/24/10,7/1/10,32.0,11/30/10,56.0,0.25,Actual,Actual,124600,6.1,Actual,Actual,Actual,Actual,Actual,I,9/1/10,1.75,NCT01091142 NP001 Single Dose - ALS TrialTroveID-124600,10/5/10,1/16/15
0,,,12/1/22,,,,,,,432126,,,,,,Anticipated,I,,,TrialTroveID-432126,3/1/24,3/5/24
0,,,,,,,,,,365379,,,,,,,I,,,TrialTroveID-365379,9/28/22,10/1/22
0,88.0,9/11/19,5/5/19,49.0,3/28/23,56.0,0.69,Actual,Actual,349330,11.56,Actual,Actual,Actual,Actual,Actual,I,10/2/19,4.24,NCT03954600 NPT520-34-001 TrialTroveID-349330,1/14/20,4/29/23
0,80.0,6/17/22,11/4/21,64.0,1/26/23,80.0,2.07,Actual,Actual,419841,8.65,Actual,Actual,Actual,Actual,Actual,I,8/19/22,7.4,NCT05143463 NS101_P1_01 TrialTroveID-419841,9/12/22,2/1/23
1,,,,,,,,,,371996,,,,,,,Iii,,,TrialTroveID-371996,12/29/22,12/29/22
0,,,12/1/15,,,,,,,254064,,,,,,Anticipated,Ii,,,TrialTroveID-254064,7/2/21,2/18/22
0,83.0,8/1/14,8/27/13,15.0,3/12/15,18.0,6.0,Actual,Anticipated,180626,0.45,Anticipated,Anticipated,Actual,Anticipated,Actual,Ii,1/31/15,11.1,NCT01730716 NS2012-3 TrialTroveID-180626,7/11/17,2/2/22
0,,2/21/16,12/1/14,,,,5.98,Anticipated,Anticipated,168164,,Anticipated,Anticipated,,,Anticipated,Iii,8/21/16,14.69,TrialTroveID-168164,3/5/20,11/17/20
