Other Tested Drug,Other Tested Drug: Mechanism Of Action,reached_phase_3_plus,Other Tested Drug: Target,Treatment Plan,Protocol/Trial ID,Prior/Concurrent Therapy,Other Tested Drug: Therapeutic Class,Primary Tested Drug: Target,Trial.ID,Primary Tested Drug,Primary.Tested.Drug.Mechanism.Of.Action,Primary Tested Drug: Therapeutic Class,Trial Phase
,,0,,Subjects will receive acetyl-L-carnitine.,TrialTroveID-147362,,,Unspecified,147362,acetyl-L-carnitine (oral),Carnitine O-acetyltransferase stimulant,"Symptomatic antidiabetic; Anticancer, other; Radio/chemoprotective; Analgesic, other; Antidepressant; Cognition enhancer; Neurological; Neuroprotective; Ophthalmological, other",I
riluzole,Dopamine receptor agonist; Glutamate antagonist; Voltage-gated sodium channel antagonist,0,sodium voltage-gated channel alpha subunit 5,"Patients to receive Acetyl-L-Carnitine. All eligible patients were randomized to receive ALC or placebo in addition to riluzole tablets 50 mg b.i.d. Treatment allocation was centrally managed using a computer-generated, permuted block (with a block size of 4), 1:1 randomization scheme. A",3303 EudraCT Number: 2004-004158-23 FARM5LRKR9 TrialTroveID-109501,,Antiparkinsonian; Antipsychotic; Neuroprotective,Unspecified,109501,acetyl-L-carnitine (oral),Carnitine O-acetyltransferase stimulant,"Symptomatic antidiabetic; Anticancer, other; Radio/chemoprotective; Analgesic, other; Antidepressant; Cognition enhancer; Neurological; Neuroprotective; Ophthalmological, other",Ii
,,0,,Patients will receive OP-101 and 18F-OP-801.,TrialTroveID-415000,,,inhibitor of nuclear factor kappa B kinase subunit beta; nuclear factor kappa B subunit 1,415000,acetylcysteine zidrimer,IKK2 inhibitor; Transcription factor NF-kappaB inhibitor,Anti-inflammatory; Antiparkinsonian; Neurological,Iii
,,0,,No. of arms: 3 Arm 1: Experimental: Cohort 1 20 mg/kg OP-101 administered intravenously for over 1 hour. Intervention/treatment: Drug: OP-101 Intravenous Injection of OP-101 in healthy volunteers Arm 2: Experimental: Cohort 2 40 mg/kg OP-101 administered intravenously for over 1 hour. Intervention/treatment: Drug: OP-101 Intravenous Injection of OP-101 in healthy volunteers Arm 3: Experimental: Cohort 3 (optional) 80 mg/kg OP-101 administered intravenously for over 1 hour. Intervention/treatment : Drug: OP-101 Intravenous Injection of OP-101 in healthy volunteers,NCT03500627 OP-101-002 TrialTroveID-322747,,,inhibitor of nuclear factor kappa B kinase subunit beta; nuclear factor kappa B subunit 1,322747,acetylcysteine zidrimer,IKK2 inhibitor; Transcription factor NF-kappaB inhibitor,Anti-inflammatory; Antiparkinsonian; Neurological,I
,,1,,"Number of Arms: 2 Experimental : N-acetyl-L-leucine (IB1001) Oral administration (granule in a sachet for suspension in water, orange juice, or almond milk). Patients ≥13 years old will receive a total daily dose of 4 g/day (administered as 3 doses per day); patients <13 will receive weight-tiered doses. Placebo Comparator : Placebo comparator Oral administration (granule in a sachet for suspension in water, orange juice, or almond milk). Patients ≥13 years old will receive a total daily dose of 4 g/day (administered as 3 doses per day); patients <13 will receive weight-tiered doses. Patients are assessed during a baseline period and then randomized (1:1) to one of two treatment sequences Patients were assessed during a baseline period and then randomly assigned (1:1) to receive orally administered IB1001 or placebo for 12 weeks. At the end of the 12-week treatment period, patients crossed over and initiated therapy with the alternate study drug (IB1001 or placebo) over the subsequent 12-week period. Patients who completed the study had the option to participate in an open-label Extension Phase. Subjects were randomly assigned (1:1) to receive three-time daily orally administered NALL or matching placebo over two consecutive 12-week treatment periods.",BASEC2022-00638 EudraCT Number: 2021-005356-10 IB1001-301 NCT05163288 NL79787.018.21 SNCTP000005101 TrialTroveID-421082,,,Unspecified,421082,"acetylleucine, IntraBio",Unidentified pharmacological activity,Metabolic and enzyme disorders; Musculoskeletal; Antiparkinsonian; Neurological,Iii
,,0,,"Number of Arms: 2 Experimental : Treatment with IB1001 Parent Study : 6-weeks treatment with IB1001 administered orally. Extension Phase : 1-year treatment with IB1001 administered orally. Patients ≥13 years old will receive a total daily dose of 4 g/day (administered as 3 doses per day). Patients 6-12 years old will receive weight-tiered doses : Patients aged 6-12 years weighing 15 to <25 kg will take 2 g per day : 1 g in the morning and 1 g in the evening. Patients aged 6-12 years weighing 25 to <35 kg will take 3 g per day : 1 g in the morning, 1 g in the afternoon, and 1 g in the evening. Patients aged 6-12 years weighing ≥35 kg will take 4 g per day : 2 g in the morning, 1g in the afternoon and 1 g in the evening (as per adults) No Intervention : Post-Treatment Washout After both the Parent Study 6-week treatment period, and Extension Phase one-year treatment period, patients will enter a 6-week post-treatment washout period. In the Parent Study, Patients will be assessed during three study phases: a baseline period, a 6-week treatment period, and a 6-week post-treatment washout period. If within 6 weeks prior to the initial screening visit, a patient has received any of the prohibited medications defined in the eligibility criteria (irrespective of the preceding treatment duration) a wash-out study-run in of 6 weeks is required prior to the first baseline assessment. All patients will receive the study drug during the treatment period. For each individual patient, the Parent Study lasts for approximately 3.5 - 4 months during which there are 6 visits to the study site. This Extension Phase allows patients who have completed the Parent Study to, at the discretion of the Principal Investigator (PI), continue treatment with N-Acetyl-L-Leucine (IB1001). Patients will receive treatment with IB1001 for two one-year treatment periods, separated by a 6-week washout. All patients will receive the study drug during the two one-year treatment periods. For each individual patient, the Extension Phase lasts for approximately 25.5 months, during which there are 6 visits to the study site",EudraCT Number: 2018-004331-71 IB1001-201 NCT03759639 TrialTroveID-337946,,,Unspecified,337946,"acetylleucine, IntraBio",Unidentified pharmacological activity,Metabolic and enzyme disorders; Musculoskeletal; Antiparkinsonian; Neurological,Ii
,,0,,"Number of Arms : 02 Arm 1: Experimental: ALS Group Participants will complete a single 45 minute session of acute intermittent hypoxia (AIH), as well as, the 45 minute sham AIH session, consisting of breathing air with normal oxygen levels. Breathing, muscle activity and heart activity will be monitored before, during and after both procedures. Assigned Intervention: Other: Acute Intermittent Hypoxia AIH entails continuous breathing as the level of oxygen in the air is decreased, then returned to normal. Participants will alternate between breathing normal air and breathing hypoxic air (air that has less oxygen). Participants will complete a single 45 minute session of acute intermittent hypoxia (AIH). Breathing, muscle activity and heart activity will be monitored before, during and after the procedure. The intervals will last 1 minute each. Other Name: AIH Other: Sham Acute Intermittent Hypoxia Participants will complete the sham acute intermittent hypoxia, consisting of a single 45 minute session of breathing air with normal oxygen levels. All aspects of this procedure will otherwise be the same as for the AIH procedure. Breathing, muscle activity and heart activity will be monitored before, during and after the procedure. Other Name: Sham AIH Arm 2: Experimental: Healthy Control Group Participants will complete a single 45 minute session of acute intermittent hypoxia (AIH), as well as, the 45 minute sham AIH session, consisting of breathing air with normal oxygen levels. Breathing, muscle activity and heart activity will be monitored before, during and after both procedures. Assigned Intervention: Other: Acute Intermittent Hypoxia AIH entails continuous breathing as the level of oxygen in the air is decreased, then returned to normal. Participants will alternate between breathing normal air and breathing hypoxic air (air that has less oxygen). Participants will complete a single 45 minute session of acute intermittent hypoxia (AIH). Breathing, muscle activity and heart activity will be monitored before, during and after the procedure. The intervals will last 1 minute each. Other Name: AIH Other: Sham Acute Intermittent Hypoxia Participants will complete the sham acute intermittent hypoxia, consisting of a single 45 minute session of breathing air with normal oxygen levels. All aspects of this procedure will otherwise be the same as for the AIH procedure. Breathing, muscle activity and heart activity will be monitored before, during and after the procedure. Other Name: Sham AIH",AIH in ALS NCT03645031 OCR18018 TrialTroveID-363683,,,,363683,Acute Intermittent Hypoxia (AIH),Unidentified pharmacological activity,Respiratory,Ii
,,0,,"Subjects are receiving AdeVask Solution Dose / 3 ml solution for intramuscular administration, the dose / 3 ml",02-(AdeVask)-2014 TrialTroveID-255731,,,vascular endothelial growth factor A,255731,AdeVask,Vascular endothelial growth factor (VEGF) receptor agonist; Angiopoietin stimulant,Gene therapy; Neuroprotective,Ii
,,0,,Number of arms: 1 Arm 1: Experimental: Autologous ADRC injection Assigned Interventions: Biological: Cell-based therapy of autologous adipose derived regenerative cells transplanted intraspinally and intrathecally in ALS patients 3 injections of ADRC: 1 intraspinal and 2 intrathecal Each patient will recive 3 injections of ADRC every 3 months: an intraspinal injection followed by 2 subsequent intrathecal infusions.,ADIPOSTEM DPO/014/33/09/2015 NCT03296501 TrialTroveID-310121,,,,310121,ADRCs (intrathecal),Unidentified pharmacological activity,Neuroprotective,I
,,0,,The patient will receive a subcutaneous injection of 75mg of AEOL 10150 two times each day for up to 24 weeks.,TrialTroveID-098220,,,,98220,AEOL-10150,Superoxide dismutase stimulant; Reducing agent; T cell inhibitor,"Antidiabetic; Anticancer, other; Radio/chemoprotective; Cardiovascular; Antidote; Neuroprotective; Antiasthma; COPD treatment; Cystic fibrosis treatment; Respiratory",I
,,0,,"The first two cohorts of the Phase Ib multiple dose study received a fixed daily dose of AEOL 10150 twice a day by subcutaneous injection. In the first cohort, each patient received twice daily subcutaneous injections of 40 mg of AEOL 10150 or placebo, for six consecutive days, followed by a single subcutaneous injection on the seventh day, for a total of 13 injections. In the second cohort, each patient received twice daily subcutaneous injections of 60 mg of AEOL 10150 or placebo, for six consecutive days, followed by a single subcutaneous injection on the seventh day, for a total of 13 injections. In contrast, the third cohort received a weight adjusted dose (i.e. mg per kilogram of body weight per day) delivered subcutaneously over twenty four hours by continuous infusion pump. In the third cohort, each patient received AEOL 10150 via continuous infusion pump for six and one half consecutive days for a total of 2.0 mg per patient kilogram per day. Each patient in all three cohorts completed the study and follow-up evaluation at 14 days. Three groups of six ALS patients were treated (four receiving AEOL 10150 and two receiving placebo).",Study 102 TrialTroveID-078903,,,,78903,AEOL-10150,Superoxide dismutase stimulant; Reducing agent; T cell inhibitor,"Antidiabetic; Anticancer, other; Radio/chemoprotective; Cardiovascular; Antidote; Neuroprotective; Antiasthma; COPD treatment; Cystic fibrosis treatment; Respiratory",I
,,0,,"The initial dose selected for the first study of AEOL 10150 in humans was 3 mg. The escalations in dosages (in sequencial groups of five subjects each) were ranginig from 3 mg to 12 mg to 30 mg to 45 to 60 mg to 75 mg, representing sequential increases in dosages of 300%, 150%, 50%, 33%, and 25%. In the study, 4-5 patients diagnosed with ALS were utilized in each dosage cohort (3 or 4 receiving AEOL 10150 and 1 receiving placebo). Each dose cohort was evaluated at a separate clinical center. In total, seven separate cohorts were evaluated for the study, and 25 ALS patients received AEOL 10150.",Study 101 TrialTroveID-078887,,,,78887,AEOL-10150,Superoxide dismutase stimulant; Reducing agent; T cell inhibitor,"Antidiabetic; Anticancer, other; Radio/chemoprotective; Cardiovascular; Antidote; Neuroprotective; Antiasthma; COPD treatment; Cystic fibrosis treatment; Respiratory",I
,,1,,Patients receiving AGP600.,TrialTroveID-403861,,,Unspecified,403861,AGP-600,Unidentified pharmacological activity,"Antiviral, other; Neuroprotective; Ophthalmological, other",Iii
,,0,,Patients recieved a daily s.c. dose of 1ml (4.5mg/ml) of HICS (aimspro).,TrialTroveID-109688,,,Unspecified,109688,Aimspro,Unidentified pharmacological activity,"Dermatological; Antibody, non-monoclonal; Antiarthritic, immunological; Cognition enhancer; Multiple sclerosis treatment; Neurological; Neuroprotective; Ophthalmological, other",Ii
,,0,,Subjects will receive single and multiple ascending doses of AKV9,TrialTroveID-483042,,,Unspecified,483042,AKV-9,Unidentified pharmacological activity,Neuroprotective,I
riluzole,Dopamine receptor agonist; Glutamate antagonist; Voltage-gated sodium channel antagonist,0,sodium voltage-gated channel alpha subunit 5,"Number of Arms: 3 Placebo Comparator: Placebo Patients in this arm will receive sub-cutaneous injections of placebo (same vehicle as for experimental arms, and same volume) for 5 consecutive days at the beginning of three consecutive months (a total of 15 injections, 5 per month for 3 months). Intervention: Placebo Experimental: 1.0 IL-2 Patients in this arm will receive sub-cutaneous injections corresponding to 1.0 MIU of IL-2 per injection for 5 consecutive days at the beginning of three consecutive months (a total of 15 injections, 5 per month for 3 months). Intervention: 1.0 MIU IL-2 per day Experimental: 2.0 IL-2 Patients in this arm will receive sub-cutaneous injections corresponding to 2.0 MIU of IL-2 per injection for 5 consecutive days at the beginning of three consecutive months (a total of 15 injections, 5 per month for 3 months). Intervention: 2.0 MIU IL-2 per day ld-IL-2 must be tested as an add-on therapy to riluzole hence all patients will need to be treated with riluzole for at least three months prior to entry. Study of ld IL-2 (1MIU and 2 MIU/ days s.c.) for 5 days every 4 weeks for 3 cycles. Assessment times were: before each cycle, 3 days after cycle 1 & 3 (Temax), 3 weeks after 3rd cycle, and 3 months after last dosing.",EudraCT number: 2014-001327-71 IMODALS LOCAL/2014/WC-01 NCT02059759 TrialTroveID-202570,,Antiparkinsonian; Antipsychotic; Neuroprotective,interleukin 2 receptor subunit alpha,202570,aldesleukin,Interleukin 2 agonist; Immunostimulant; T cell stimulant,"Anticancer, immunological; Recombinant interleukin; Cytokine; Immunostimulant, other; Neuroprotective",Ii
