Disease,reached_phase_3_plus,Trial Title,Therapeutic Area,Record URL,Protocol/Trial ID,Trial Status,MeSH Term,Trial.ID,Study Keywords,Trial Objective,Study Design,Trial Phase,Record Type,biomarker_diagnostic,biomarker_predictive,biomarker_prognostic,biomarker_predisposing,biomarker_total_uses,biomarker_count,has_neurofilament,has_nfl,has_tau,has_tdp-43,has_sod1,has_c9orf72,has_creatinine,has_albumin,has_inflammatory,Trial Outcomes,endpoint_efficacy,endpoint_safety,endpoint_functional,endpoint_biomarker,endpoint_survival,endpoint_pharmacokinetic,endpoint_total_categories,endpoint_primary_category,outcome_positive,outcome_negative,outcome_terminated,outcome_completed
Metabolic/Endocrinology: Niemann-Pick Disease,0,Early Access Program With Arimoclomol for the Treatment of Niemann-Pick Disease Type C in the US,Metabolic/Endocrinology,https://clinicalintelligence.citeline.com/trials/details/370535?qId=da896876-a29f-4f89-8e03-cde11c10782a,NCT04316637 OR-ARI-EAP-NPC TrialTroveID-370535,Open,"Aphasia, Primary Progressive; Frontotemporal Dementia; Niemann-Pick Disease, Type A; Niemann-Pick Disease, Type C; Niemann-Pick Diseases; Pick Disease of the Brain",370535,,"The Purpose Of This Expanded Access Program Is To Provide Early Access To Arimoclomol For Patients With Niemann-Pick Type C Disease Who, In The Opinion And The Clinical Judgement Of The Treating Physician, May Benefit From Treatment With Arimoclomol.",Study Type: Expanded Access Expanded Access Type: Intermediate-Size Population,Other,Trialtrove,1,1,1,1,4,3.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,1,"A Phase 3, Randomised, Placebo-Controlled Trial of Arimoclomol in Amyotropic Lateral Sclerosis",Cns,https://clinicalintelligence.citeline.com/trials/details/317692?qId=da896876-a29f-4f89-8e03-cde11c10782a,20180389 EudraCT Number: 2018-000137-13 NCT03491462 NL65582.041.18 ORARIALS-01 SNCTP000003805 TrialTroveID-317692,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,317692,double blind/blinded; efficacy; multiple arm; pharmacokinetics; placebo control; randomized; safety,"To Evaluate The Efficacy And Safety Of Arimoclomol In Amyotropic Lateral Sclerosis (Als) Participants Will Be Evaluated In Clinic Every 8 Weeks For Endpoints, Safety Measures, Quality Of Life And Biomarkers For The First 52 Weeks And Then Every 12 Weeks. Participants Will Be Evaluated In Clinic Every 8 Weeks For Endpoints, Safety Measures, Quality Of Life And Biomarkers For The First 52 Weeks And Then Every 12 Weeks. To Reduce The Drop-Out Rate, Patients May Be Assessed In Their Home If Disease Progression Impacts Their Ability To Attend The Trial Site.","Study Type: Interventional (Clinical Trial) Allocation: Randomized Intervention Model: Parallel Assignment Intervention Model Description: Placebo-Controlled, Parallel Group Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor) Masking Description: Double-Blind Primary Purpose: Treatment A Multicenter, Multiple Arm, Placebo Controlled, Pharmacokinetics, Efficacy, Safety Study.",Iii,Trialtrove,1,1,1,1,4,1.0,0,0,0,0,0,0,0,0,0,"Completed, Negative outcome/primary endpoint(s) not met",8,0,2,0,11,0,21,SURVIVAL,1,1,0,1
CNS: Amyotrophic Lateral Sclerosis,0,A Second Efficacy Trial of Arimoclomol for Amyotrophic Lateral Sclerosis (ALS),Cns,https://clinicalintelligence.citeline.com/trials/details/80120?qId=da896876-a29f-4f89-8e03-cde11c10782a,TrialTroveID-080120,Terminated,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,80120,efficacy,To Provide Additional Efficacy Data.,This Is An Efficacy Study.,Ii,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"Terminated, Business decision - Pipeline reprioritization; Terminated, Planned but never initiated",0,0,0,1,0,0,1,BIOMARKER,0,0,1,0
CNS: Amyotrophic Lateral Sclerosis,0,"A Multicenter, Dose-Ranging Safety and Pharmacokinetics Study of Arimoclomol in Amyotrophic Lateral Sclerosis (ALS) - Open Label Extension.",Cns,https://clinicalintelligence.citeline.com/trials/details/78851?qId=da896876-a29f-4f89-8e03-cde11c10782a,AALS-001-Extension AALS-001-OL TrialTroveID-078851,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,78851,dose response; open label; pharmacokinetics; safety,The Primary Purpose Of This Study Is To Identify Safety Problems With Long-Term Safety Of Arimoclomol In Als Patients. To Provide Additional Safety And Tolerability Data In Combination With The Phase Iia Double Blind Trial By Continue Treatment With Arimoclomol At The Highest Dose Level Three Times Daily For Up To An Additional Six Months. The Primary Objective: To Assess The Safety And Tolerability Of 300 Mg/Day Of Arimoclomol Over 6 Months In Patients With Als Who Participated In The Phase Iia Double-Blind Study.,"An Open-Label, Extension, Long-Term Safety, Tolerability, Multicenter, Dose-Ranging, Safety And Pharmacokinetics Study A Phase Iia Study.",Ii,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,5,0,0,0,0,5,SAFETY,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,0,"A Multicenter, Dose Ranging Safety and Pharmacokinetics Study of Arimoclomol in Amyotrophic Lateral Sclerosis (ALS)",Cns,https://clinicalintelligence.citeline.com/trials/details/78846?qId=da896876-a29f-4f89-8e03-cde11c10782a,AALS-001 NCT00244244 TrialTroveID-078846,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,78846,dose response; double blind/blinded; efficacy; pharmacokinetics; placebo control; randomized; safety; single arm,"To Determine The Degree To Which Arimoclomol Enters The Csf, Samples Were Taken At The Week 4 Visit In 44 Participants. Outcome: In Addition, The Amount Of Arimoclomol In Blood And Cerebrospinal Fluid Was Measured.","Study Type: Interventional Study Design: Allocation: Randomized Endpoint Classification: Safety/Efficacy Study Intervention Model: Single Group Assignment Masking: Double-Blind Primary Purpose: Treatment A Multicenter, Dose Ranging Safety And Pharmacokinetics Study",Ii,Trialtrove,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,,3,7,0,1,0,1,12,SAFETY,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,1,"Open Label, Non-randomized Extension Trial to Assess Long Term Safety and Efficacy of Arimoclomol in Subjects With Amyotropic Lateral Sclerosis Who Have Completed the ORARIALS-01 Trial",Cns,https://clinicalintelligence.citeline.com/trials/details/342818?qId=da896876-a29f-4f89-8e03-cde11c10782a,EudraCT Number: 2019-000374-39 NCT03836716 NL69675.041.19 ORARIALS-02 SNCTP000003764 TrialTroveID-342818,Terminated,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,342818,efficacy; open label; pharmacokinetics; safety; single arm,To Assess Long Term Safety And Efficacy Of Arimoclomol In Subjects With Amyotrophic Lateral Sclerosis (Als)Who Have Completed The Orarials-01 Trial. To Assess The Long-Term Safety Of Arimoclomol Treatment Of Als.,"Study Type: Interventional (Clinical Trial) Intervention Model: Single Group Assignment Masking: None (Open Label) Primary Purpose: Treatment A Single Arm, Multicenter, Long Term; Efficacy, Pharmacokinetic, Non-Randomized, Safety Extension Study.",Iii,Trialtrove,1,1,1,1,4,2.0,0,0,0,0,0,0,0,1,0,"Terminated, Lack of efficacy",5,13,2,9,4,1,34,SAFETY,0,1,1,0
CNS: Amyotrophic Lateral Sclerosis,1,"Phase II/III Randomized, Placebo-Controlled Trial of Arimoclomol in SOD1 Positive Familial Amyotrophic Lateral Sclerosis (ALS)",Cns,https://clinicalintelligence.citeline.com/trials/details/93162?qId=da896876-a29f-4f89-8e03-cde11c10782a,20100758 20101021 Arimoclomol in SOD1 fALS NCT00706147 TrialTroveID-093162,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,93162,adaptive; double blind/blinded; efficacy; multiple arm; placebo control; randomized; safety,"To Demonstrate The Safety, Tolerability, And Efficacy Of Arimoclomol In Subjects With Sod1 Positive Familial Amyotrophic Lateral Sclerosis (Als). To Evaluate The Feasibility Of Using A Traveling Approach To Participant Evaluation. To Formally Evaluate The Rate Of Disease Progression In Untreated Participants Using Several Standard Outcome Measures. To Learn How Effective And Safe Arimoclomol Drug Is When Compared To A Placebo For Those With Sod1 Positive Familial Amyotrophic Lateral Sclerosis (Als). To Assess The Safety And Tolerability Of Arimoclomol Over A Period Of At Least 6 Months In A Population Of Subjects With Rapidly Progressive Als Due To Mutations In The Sod1 Gene (Phase Ii). To Determine Whether Chronic Treatment With Arimoclomol Slows Progression Of Disease Over A Period Of 12 Months As Measured By Alsfrs-R (Phase Iii). Outcome Measures: Participants Will Then Be Evaluated Again In Person At Either Emory Or Mgh At Month 2. Subsequently Telephone Evaluations Will Occur At Months 3, 4, 5, 6, 8 And 10. Safety And Tolerability Evaluations Will Be Performed During Each Of These. Collection Of Blood Samples For Safety-Related Laboratory Analyses, As Well As Measurement Of Blood Pressure, Heart Rate, Respiratory Rate, Temperature And Body Weight, Will Be Performed At Months 1, 3, 5, 6, 8 And 10 In The Participant'S Home By A Representative Of A Medical Monitoring Company. An Emory Study Coordinator Will Conduct An In-Person Visit At Month 12. A Final Evaluation Will Be Conducted Via Telephone At Month 13, 30 Days After The Last Dose Of Study Medication. Safety, Tolerability And Feasibility Analyses At The End Of Phase Ii Will Determine Whether To Proceed To Phase Iii. Subjects Included In Phase Ii Will Continue To Be Followed In Phase Iii.","Study Type: Interventional Study Design: Allocation: Randomized Endpoint Classification: Safety/Efficacy Study Intervention Model: Parallel Assignment Masking: Double Blind (Subject, Caregiver, Investigator) Primary Purpose: Treatment A Seamless, Adaptive, 2-Stage, Placebo-Controlled, Tolerability Study.",Ii/Iii,Trialtrove,1,1,1,1,4,2.0,0,0,0,0,1,0,0,0,0,,7,21,1,3,8,0,40,SAFETY,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,0,"A Double-blind, Placebo-controlled, Ascending Dose Study of Arimoclomol in Healthy Volunteers.",Cns,https://clinicalintelligence.citeline.com/trials/details/80193?qId=da896876-a29f-4f89-8e03-cde11c10782a,TrialTroveID-080193,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,80193,double blind/blinded; placebo control,"To Test The Safety, Tolerability And Pharmacokinetics Of Increasing Dosages Of Arimoclomol In Healthy Volunteers Over A Seven-Day Period. To Identify The Highest Safe And Well-Tolerated Arimoclomol Dose.","This Is A Single-Site, Double-Blind, Placebo-Controlled Multiple Rising/Ascending Dose Study.",I,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,5,0,0,0,0,5,SAFETY,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,0,"A Double-Blind, Placebo-Controlled Follow-up Study of Arimoclomol in Healthy Volunteers.",Cns,https://clinicalintelligence.citeline.com/trials/details/80092?qId=da896876-a29f-4f89-8e03-cde11c10782a,TrialTroveID-080092,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,80092,double blind/blinded; placebo control; safety,"To Provide Longer-Term Safety And Tolerability Information At A Dosage Of 400 Mg Three Times Daily. To Demonstrate Arimoclomol Was Safe And Well-Tolerated At A Dose Of 400 Mg Administered Orally Three Times Daily Throughout The 28-Day Trial Period. Safety Measures Included General Urine And Blood Chemistries, Renal And Liver Function, Electrocardiogram (Ecg), Vital Signs And Physical Examination.","This Is A Double-Blind, Placebo-Controlled, Long-Term Safety Study.",I,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,8,0,1,0,0,9,SAFETY,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,0,"A Multicenter, Double-Blind, Placebo-Controlled, Phase 2b Study to Investigate the Safety and Efficacy of Arimoclomol in Volunteers with Amyotrophic Lateral Sclerosis (ALS)",Cns,https://clinicalintelligence.citeline.com/trials/details/79897?qId=da896876-a29f-4f89-8e03-cde11c10782a,AALS-003 NCT00561366 TrialTroveID-079897,Terminated,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,79897,double blind/blinded; efficacy; multiple arm; placebo control; randomized; safety,To Evaluate The Safety And Efficacy Of Arimoclomol (400 Mg T.I.D.) Compared To Placebo.,"Study Type: Interventional Study Design: Treatment, Randomized, Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor), Placebo Control, Parallel Assignment, Multicenter, Safety/Efficacy Study. A 9 Months Study.",Ii,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"Terminated, Unknown",10,0,5,0,1,0,16,EFFICACY,0,0,1,0
CNS: Amyotrophic Lateral Sclerosis,0,"A Phase 1 Randomized Placebo-Controlled Dose Escalation Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of ARO-SOD1 in Adult Patients With Amyotrophic Lateral Sclerosis Harboring a Superoxide Dismutase-1 Mutation Considered to be Causative of Amyotrophic Lateral Sclerosis",Cns,https://clinicalintelligence.citeline.com/trials/details/478079?qId=da896876-a29f-4f89-8e03-cde11c10782a,AROSOD1-1001 EudraCT Number: 2023-509032-26 NCT05949294 TrialTroveID-478079,Terminated,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,478079,dose response; double blind/blinded; multiple arm; open label; pharmacodynamics; pharmacokinetics; placebo control; safety,"In This Phase 1 Double-Blind, Placebo-Controlled Study, Adult Symptomatic Patients With Amyotrophic Lateral Sclerosis (Als) Carrying A Superoxide Dismutase 1 (Sod1) Gene Mutation Thought To Be Causative Of Als, Will Be Randomized To Receive Single Ascending Doses Of Aro-Sod1 Administered By Intrathecal (It) Infusion. The Study Is Primarily Intended To Evaluate Safety, But Will Also Evaluate The Effect Of Aro-Sod1 On Sod1 Cerebrospinal Fluid (Csf) Levels As A Biomarker Of Pharmacodynamic (Pd) Effect, Therefore Lumbar Punctures Will Be Required At Timepoints Throughout The Study. Participants Whose Sod1 Csf Levels Have Recovered To A Satisfactory Level May Rescreen And Rerandomize Into Higher Dose Cohorts; Or If Unable Or Unwilling To Rescreen May Enroll Into An Open-Label Study To Be Added By Amendment When Supported By Nonclinical Data For Multidose Administration.","Allocation : N/A Intervention Model : Sequential Assignment Masking : None (Open Label) Primary Purpose : Treatment A Phase 1, Placebo-Controlled, Multiple Arm, Double Blind/Blinded, Open Label, Dose Escalation, Pharmacokinetics, Pharmacodynamic, Safety Study",I,Trialtrove,1,1,1,1,4,5.0,0,0,0,0,1,0,0,0,0,"Terminated, Business decision - Other; Terminated, Planned but never initiated",0,7,0,4,1,10,22,PHARMACOKINETIC,0,0,1,0
CNS: Amyotrophic Lateral Sclerosis,0,A phase I/II study of AS-202 for Amyotrophic Lateral Sclerosis,Cns,https://clinicalintelligence.citeline.com/trials/details/499424?qId=da896876-a29f-4f89-8e03-cde11c10782a,TrialTroveID-499424,Planned,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,499424,,To Study As-202 For Amyotrophic Lateral Sclerosis,,Iii,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,0,"A Multi-site Phase IIa Clinical Trial to Test Its Lead Neurological Cell Therapy Product, AstroRx for the Treatment of Patients With Amyotrophic Lateral Sclerosis (ALS)",Cns,https://clinicalintelligence.citeline.com/trials/details/459727?qId=da896876-a29f-4f89-8e03-cde11c10782a,TrialTroveID-459727,Planned,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,459727,,To Evaluate Astrorx For The Treatment Of Patients With Als. To Examine For The First Time The Repeated Administration Of Astrorx Every 3 Months In Order To Prolong The Therapeutic Effect Observed In The First In Human Phase I/Iia Clinical Trial To Determine If Repeated Dosing Of Astrorx® In Three-Month Intervals Achieves A Continuous Delay Of The Progression Of Als To Prolong And Improve The Quality Of Life Of The Patients. To Examine If Dosing Every Three Months With The Cellular Off-The-Shelf Astrorx® Product Prolongs The Therapeutic Effect.,This Is A Multi-Site Phase Iia Study.,Ii,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,2,FUNCTIONAL,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,0,"A Phase I/IIa, Open Label, Dose-escalating Clinical Study to Evaluate the Safety, Tolerability and Theraputic Effects of Transplantation of Astrocytes Derived From Human Embryonic Stem Cells (hESC), in Patients With Amyotrophic Lateral Sclerosis (ALS)",Cns,https://clinicalintelligence.citeline.com/trials/details/263255?qId=da896876-a29f-4f89-8e03-cde11c10782a,ASTRO-001-IL NCT03482050 TrialTroveID-263255,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,263255,efficacy; open label; safety; single arm,"To Evaluate Safety, Tolerability And Efficacy Of Stem Cell Therapy In Patients With Amyotrophic Lateral Sclerosis To Study The Effect Of Transplantation Of Astrocytes Derived From Human Embryonic Stem Cells, In Patients With Amyotrophic Lateral Sclerosis (Als) To Test The Hypothesis That Transplantation Of Astrocyte(Astrorx) Cells Can Compensate For The Malfunctioning Of Patients' Own Astrocytes By Restoring Physiological Capabilities Like The Reuptake Of Excessive Glutamate, Reducing Oxidative Stress, Reducing Other Toxic Compounds, As Well As By Secreting Different Neuroprotective Factors. After Treatment, The Patients Were Monitored For Additional 6-Months For Safety Data And Assessment Of Disease-Progression, As Compared To The Run-In Period And For Additional 6-Months For Long Safety.","Study Type: Interventional (Clinical Trial) Intervention Model: Sequential Assignment Masking: None (Open Label) Primary Purpose: Treatment This Is A Phase I/Iia, Safety, Open Label, Dose-Escalating, Tolerability, Single Arm, First-In-Human And Efficacy Study.",Iii,Trialtrove,0,0,1,0,1,1.0,0,0,0,0,0,0,0,0,0,"Completed, Positive outcome/primary endpoint(s) met",8,12,4,0,1,1,26,SAFETY,1,0,0,1
CNS: Amyotrophic Lateral Sclerosis,0,A Phase I First-in-human study of ATH-1105 for the treatment of amyotrophic lateral sclerosis,Cns,https://clinicalintelligence.citeline.com/trials/details/490059?qId=da896876-a29f-4f89-8e03-cde11c10782a,TrialTroveID-490059,Planned,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,490059,,To Evaluate Ath-1105 For The Treatment Of Amyotrophic Lateral Sclerosis,A Phase I First In Human Study,I,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,0,"Amyotrophic Lateral Sclerosis Trial: A Randomized, Double-Blind, Placebo-Controlled Study: IC14, a Monoclonal Antibody Against CD14",Cns,https://clinicalintelligence.citeline.com/trials/details/374610?qId=da896876-a29f-4f89-8e03-cde11c10782a,ALS04 NCT04390386 TrialTroveID-374610,Terminated,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,374610,double blind/blinded; efficacy; multiple arm; placebo control; randomized; safety,To Evaluate The Safety And Efficacy Of Investigational Products For The Treatment Of Amyotrophic Lateral Sclerosis (Als).,"Study Type: Interventional (Clinical Trial) Allocation: Randomized Intervention Model: Parallel Assignment Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor) Primary Purpose: Treatment A Perpetual Multi-Center, Multi-Regimen, Double Blinded, Placebo-Controlled, Multiple Arm, Safety And An Efficacy Study.",Ii,Trialtrove,0,0,1,0,1,1.0,0,0,0,0,0,0,0,0,0,"Terminated, Other; Terminated, Planned but never initiated",8,0,1,0,3,0,12,EFFICACY,0,0,1,0
